     1 1.828700E+01 1.829145E+00 2.895583E-02 0.000000E+00
     2 2.345600E+01 1.615191E+00 2.706704E-02 0.000000E+00
     3 3.236100E+01 1.598459E+00 3.193438E-02 0.000000E+00
     4 1.905500E+01 1.569123E+00 3.039490E-02 0.000000E+00
     5 2.565500E+01 1.565689E+00 2.986199E-02 0.000000E+00
     6 2.634400E+01 1.556418E+00 3.658989E-02 0.000000E+00
     7 1.555900E+01 1.504264E+00 3.328389E-02 0.000000E+00
     8 4.228000E+01 1.520521E+00 3.294354E-02 0.000000E+00
     9 2.612100E+01 1.531897E+00 3.312935E-02 0.000000E+00
    10 1.284800E+01 1.504224E+00 3.939506E-02 0.000000E+00
    11 2.905600E+01 1.463998E+00 3.375985E-02 0.000000E+00
    12 9.079000E+00 1.455370E+00 4.345004E-02 0.000000E+00
    13 3.901100E+01 1.464169E+00 3.171718E-02 0.000000E+00
    14 2.575100E+01 1.410845E+00 3.918959E-02 0.000000E+00
    15 1.668300E+01 1.428828E+00 2.253511E-02 0.000000E+00
    16 2.179000E+01 1.425746E+00 3.695481E-02 0.000000E+00
    17 1.186600E+01 1.419940E+00 3.308872E-02 0.000000E+00
    18 1.252400E+01 1.414726E+00 2.458636E-02 0.000000E+00
    19 2.214000E+01 1.385975E+00 2.722778E-02 0.000000E+00
    20 7.990000E+00 1.374533E+00 3.939617E-02 0.000000E+00
    21 2.212900E+01 1.390963E+00 3.105555E-02 0.000000E+00
    22 2.274400E+01 1.339200E+00 4.537297E-02 0.000000E+00
    23 1.688800E+01 1.437283E+00 3.369490E-02 0.000000E+00
    24 1.921200E+01 1.332048E+00 3.805590E-02 0.000000E+00
    25 1.792700E+01 1.315899E+00 3.838673E-02 0.000000E+00
    26 1.819200E+01 1.308550E+00 3.457063E-02 0.000000E+00
    27 1.470400E+01 1.258771E+00 2.623670E-02 0.000000E+00
    28 8.045000E+00 1.229903E+00 3.205242E-02 0.000000E+00
    29 1.596300E+01 1.231946E+00 4.060181E-02 0.000000E+00
    30 1.427000E+01 1.243332E+00 3.700361E-02 0.000000E+00
    31 3.280000E+00 1.200522E+00 4.425892E-02 0.000000E+00
    32 1.194100E+01 1.212308E+00 4.168516E-02 0.000000E+00
    33 1.313900E+01 1.187432E+00 3.261748E-02 0.000000E+00
    34 9.736000E+00 1.174072E+00 4.018677E-02 0.000000E+00
    35 1.187100E+01 1.191963E+00 3.288049E-02 0.000000E+00
    36 1.380400E+01 1.201942E+00 3.045752E-02 0.000000E+00
    37 1.069800E+01 1.153578E+00 3.301234E-02 0.000000E+00
    38 5.590000E+00 1.169749E+00 3.994184E-02 0.000000E+00
    39 1.680000E+01 1.131657E+00 3.964205E-02 0.000000E+00
    40 1.474300E+01 1.165319E+00 4.069836E-02 0.000000E+00
    41 1.036800E+01 1.143897E+00 3.975020E-02 0.000000E+00
    42 8.851000E+00 1.094527E+00 3.678949E-02 0.000000E+00
    43 1.595800E+01 1.081335E+00 3.612243E-02 0.000000E+00
    44 5.747000E+00 1.059832E+00 2.612012E-02 0.000000E+00
    45 1.033700E+01 1.093059E+00 3.235595E-02 0.000000E+00
    46 1.125900E+01 1.049321E+00 3.559850E-02 0.000000E+00
    47 1.248600E+01 1.052716E+00 3.627741E-02 0.000000E+00
    48 5.167000E+00 1.062786E+00 4.640136E-02 0.000000E+00
    49 3.616000E+00 1.055046E+00 3.405654E-02 0.000000E+00
    50 6.057000E+00 1.028403E+00 3.936578E-02 0.000000E+00
    51 7.515000E+00 1.010169E+00 3.002261E-02 0.000000E+00
    52 6.892000E+00 9.840452E-01 3.872852E-02 0.000000E+00
    53 1.106300E+01 9.782190E-01 3.646677E-02 0.000000E+00
    54 8.142000E+00 9.887712E-01 3.565928E-02 0.000000E+00
    55 4.336000E+00 9.428801E-01 2.890614E-02 0.000000E+00
    56 7.111000E+00 9.446342E-01 3.755540E-02 0.000000E+00
    57 9.651000E+00 9.174533E-01 4.117813E-02 0.000000E+00
    58 5.808000E+00 8.504655E-01 2.912843E-02 0.000000E+00
    59 3.019000E+00 8.835881E-01 3.192378E-02 0.000000E+00
    60 3.366000E+00 8.397163E-01 3.603416E-02 0.000000E+00
    61 3.065000E+00 8.199408E-01 2.395628E-02 0.000000E+00
    62 2.424000E+00 8.426203E-01 4.108374E-02 0.000000E+00
    63 2.389000E+00 8.148897E-01 3.590471E-02 0.000000E+00
    64 5.173000E+00 9.421249E-01 4.458126E-02 0.000000E+00
    65 5.850000E+00 8.031690E-01 3.344758E-02 0.000000E+00
    66 4.552000E+00 7.903218E-01 3.205481E-02 0.000000E+00
    67 2.117000E+00 7.569723E-01 2.835691E-02 0.000000E+00
    68 4.031000E+00 7.580166E-01 3.520776E-02 0.000000E+00
    69 4.092000E+00 7.660313E-01 4.018376E-02 0.000000E+00
    70 4.007000E+00 7.605313E-01 4.182259E-02 0.000000E+00
    71 2.518000E+00 7.373853E-01 3.394853E-02 0.000000E+00
    72 2.278000E+00 7.288136E-01 4.280779E-02 0.000000E+00
    73 2.617000E+00 7.299064E-01 3.515901E-02 0.000000E+00
    74 1.636000E+00 6.912956E-01 2.657822E-02 0.000000E+00
    75 2.306000E+00 7.315078E-01 3.810895E-02 0.000000E+00
    76 2.187000E+00 6.789414E-01 4.430382E-02 0.000000E+00
    77 2.392000E+00 6.843959E-01 3.024775E-02 0.000000E+00
    78 2.676000E+00 7.211196E-01 3.819313E-02 0.000000E+00
    79 4.434000E+00 6.966073E-01 2.994072E-02 0.000000E+00
    80 1.195000E+00 6.700862E-01 3.423886E-02 0.000000E+00
    81 8.870000E-01 6.576619E-01 3.509361E-02 0.000000E+00
    82 2.153000E+00 6.348827E-01 3.829402E-02 0.000000E+00
    83 2.541000E+00 6.500133E-01 3.833989E-02 0.000000E+00
    84 2.123000E+00 6.478141E-01 3.487826E-02 0.000000E+00
    85 1.425000E+00 6.315370E-01 3.426628E-02 0.000000E+00
    86 1.923000E+00 6.228123E-01 3.794797E-02 0.000000E+00
    87 9.400000E-01 5.814501E-01 4.458511E-02 0.000000E+00
    88 1.919000E+00 5.871486E-01 4.260979E-02 0.000000E+00
    89 8.040000E-01 5.764036E-01 3.109148E-02 0.000000E+00
    90 7.610000E-01 5.828912E-01 3.501449E-02 0.000000E+00
    91 1.593000E+00 5.488035E-01 3.856873E-02 0.000000E+00
    92 6.980000E-01 5.308036E-01 3.859280E-02 0.000000E+00
    93 8.600000E-01 5.147863E-01 2.531676E-02 0.000000E+00
    94 1.522000E+00 5.573558E-01 3.377447E-02 0.000000E+00
    95 6.060000E-01 5.364063E-01 4.028097E-02 0.000000E+00
    96 6.430000E-01 5.053460E-01 3.977236E-02 0.000000E+00
    97 6.930000E-01 4.936234E-01 2.820433E-02 0.000000E+00
    98 7.500000E-01 5.165344E-01 3.255582E-02 0.000000E+00
    99 7.000000E-01 5.154389E-01 3.357308E-02 0.000000E+00
   100 1.174000E+00 4.509020E-01 5.565625E-02 0.000000E+00
   101 2.470000E-01 3.490170E-01 4.185230E-02 0.000000E+00
   102 1.810000E-01 3.472331E-01 4.381103E-02 0.000000E+00
   103 1.800000E-01 3.408905E-01 4.286255E-02 0.000000E+00
   104 2.700000E-01 2.790548E-01 4.947470E-02 0.000000E+00
   105 8.900000E-02 2.545757E-01 4.062983E-02 0.000000E+00
   106 8.100000E-02 2.530478E-01 3.577882E-02 0.000000E+00
   107 8.800000E-02 2.460000E-01 2.760874E-02 0.000000E+00
